time_min,original_TskMean,original_TskHead,original_TskChest,original_TskLFoot,original_TcrChest,embedded_TskMean,embedded_TskHead,embedded_TskChest,embedded_TskLFoot,embedded_TcrChest,coupled_zero_flux_TskMean,coupled_zero_flux_TskHead,coupled_zero_flux_TskChest,coupled_zero_flux_TskLFoot,coupled_zero_flux_TcrChest
104.0,34.88321445176316,35.068406233155514,35.26661257371179,33.772751088526626,36.599284234817745,34.88321445176316,35.068406233155514,35.26661257371179,33.772751088526626,36.599284234817745,34.88321445176316,35.068406233155514,35.26661257371179,33.772751088526626,36.599284234817745
105.0,34.95905148464611,35.12373153782825,35.34633025624666,34.01013937839525,36.601024763290816,34.95905148464611,35.12373153782825,35.34633025624666,34.01013937839525,36.601024763290816,34.95905148464611,35.12373153782825,35.34633025624666,34.01013937839525,36.601024763290816
106.0,35.02531626601333,35.1711318438886,35.41390303458391,34.225055704312304,36.60313265983271,35.02531626601333,35.1711318438886,35.41390303458391,34.225055704312304,36.60313265983271,35.02531626601333,35.1711318438886,35.41390303458391,34.225055704312304,36.60313265983271
107.0,35.083795395629686,35.21244500500048,35.47131229372805,34.419913704267735,36.605733545796866,35.083795395629686,35.21244500500048,35.47131229372805,34.419913704267735,36.605733545796866,35.083795395629686,35.21244500500048,35.47131229372805,34.419913704267735,36.605733545796866
108.0,35.135846104891264,35.24886880667102,35.52022249063678,34.59680250199816,36.608886457519084,35.135846104891264,35.24886880667102,35.52022249063678,34.59680250199816,36.608886457519084,35.135846104891264,35.24886880667102,35.52022249063678,34.59680250199816,36.608886457519084
109.0,35.18251056037659,35.281246516656395,35.56203562931054,34.75740546691086,36.612582276570535,35.18251056037659,35.281246516656395,35.56203562931054,34.75740546691086,36.612582276570535,35.18251056037659,35.281246516656395,35.56203562931054,34.75740546691086,36.612582276570535
110.0,35.224610318374815,35.31020538081988,35.59793217089345,34.90314950737015,36.61678999809049,35.224610318374815,35.31020538081988,35.59793217089345,34.90314950737015,36.61678999809049,35.224610318374815,35.31020538081988,35.59793217089345,34.90314950737015,36.61678999809049
111.0,35.262807978697616,35.3362405271176,35.628904553352506,35.03530997225807,36.62147236314296,35.262807978697616,35.3362405271176,35.628904553352506,35.03530997225807,36.62147236314296,35.262807978697616,35.3362405271176,35.628904553352506,35.03530997225807,36.62147236314296
112.0,35.297647009210074,35.35975929312761,35.655785545212055,35.15506300700481,36.626590298886235,35.297647009210074,35.35975929312761,35.655785545212055,35.15506300700481,36.626590298886235,35.297647009210074,35.35975929312761,35.655785545212055,35.15506300700481,36.626590298886235
113.0,35.32957886551762,35.381105043094,35.679272592632074,35.26350765092752,36.63210523471764,35.32957886551762,35.381105043094,35.679272592632074,35.26350765092752,36.63210523471764,35.32957886551762,35.381105043094,35.679272592632074,35.26350765092752,36.63210523471764
114.0,35.35898238562873,35.40057107789882,35.69994875835247,35.36167374984025,36.637980337068576,35.35898238562873,35.40057107789882,35.69994875835247,35.36167374984025,36.637980337068576,35.35898238562873,35.40057107789882,35.69994875835247,35.36167374984025,36.637980337068576
115.0,35.38617817288145,35.41840969698309,35.71830067272094,35.45052412674229,36.644181137443994,35.38617817288145,35.41840969698309,35.71830067272094,35.45052412674229,36.644181137443994,35.38617817288145,35.41840969698309,35.71830067272094,35.45052412674229,36.644181137443994
116.0,35.41143953511677,35.43483873277183,35.734733858481874,35.53095502322332,36.65067580153346,35.41143953511677,35.43483873277183,35.734733858481874,35.53095502322332,36.65067580153346,35.41143953511677,35.43483873277183,35.734733858481874,35.53095502322332,36.65067580153346
117.0,35.43500095432962,35.450046629886835,35.749585761175155,35.60379654149766,36.65743518391035,35.43500095432962,35.450046629886835,35.749585761175155,35.60379654149766,36.65743518391035,35.43500095432962,35.450046629886835,35.749585761175155,35.60379654149766,36.65743518391035
118.0,35.45706473307743,35.46419658515578,35.76313679004981,35.66981371305094,36.6644327576723,35.45706473307743,35.46419658515578,35.76313679004981,35.66981371305094,36.6644327576723,35.45706473307743,35.46419658515578,35.76313679004981,35.66981371305094,36.6644327576723
119.0,35.47780627166324,35.47743003388049,35.77561964714093,35.72970831950071,36.67164448329936,35.47780627166324,35.47743003388049,35.77561964714093,35.72970831950071,36.67164448329936,35.47780627166324,35.47743003388049,35.77561964714093,35.72970831950071,36.67164448329936
120.0,35.49737832456141,35.48986975587913,35.78722720191568,35.78412139202543,36.67904870090114,35.49737832456141,35.48986975587913,35.78722720191568,35.78412139202543,36.67904870090114,35.49737832456141,35.48986975587913,35.78722720191568,35.78412139202543,36.67904870090114
