X,Y,Z,p,U_0,U_1,U_2
0.251493,0.191836,0.0546159,0.0,0.0,0.0,0.0
0.225385,0.206598,0.0550031,0.0,0.0,0.0,0.0
0.226646,0.206628,0.0548907,0.0,0.0,0.0,0.0
0.24842,0.19442,0.0550725,0.0,0.0,0.0,0.0
0.223239,0.210483,0.0539449,0.0,0.0,0.0,0.0
0.223467,0.208573,0.0539167,0.0,0.0,0.0,0.0
0.223991,0.209264,0.0547664,0.0,0.0,0.0,0.0
0.22395,0.210537,0.0547241,0.0,0.0,0.0,0.0
0.275008,0.22385,0.0599635,0.0,0.0,0.0,0.0
0.273561,0.223818,0.059947,0.0,0.0,0.0,0.0
0.273494,0.222045,0.059968,0.0,0.0,0.0,0.0
0.275007,0.222058,0.0599601,0.0,0.0,0.0,0.0
0.276559,0.222064,0.0599608,0.0,0.0,0.0,0.0
0.276554,0.22386,0.059966,0.0,0.0,0.0,0.0
0.274986,0.226517,0.0599731,0.0,0.0,0.0,0.0
0.273413,0.226432,0.0598479,0.0,0.0,0.0,0.0
0.273558,0.225231,0.059966,0.0,0.0,0.0,0.0
0.287501,0.239493,0.0599641,0.0,7.4406e-41,2.06138e-40,-4.2569e-41
0.285941,0.239499,0.0599653,0.0,6.0458e-41,1.45743e-40,-2.5048e-41
0.285955,0.237601,0.0599637,0.0,1.3834e-41,3.444e-41,-6.283e-42
0.287506,0.237562,0.0599646,0.0,1.6313e-41,4.6424e-41,-9.65e-42
0.299496,0.23958,0.0539864,0.0,1.31e-42,5.0777e-41,4.6518e-41
0.300258,0.239514,0.0546605,0.0,-1.1317e-41,3.76037e-40,2.00524e-40
0.299811,0.237786,0.0548057,0.0,-5.008e-42,9.4698e-41,4.0144e-41
0.299383,0.238327,0.0539694,0.0,1.31e-42,5.0777e-41,4.6518e-41
0.289064,0.237555,0.0599642,0.0,1.9293e-41,6.5586e-41,-1.4736e-41
0.289063,0.239493,0.0599636,0.0,8.7014e-41,2.90116e-40,-6.1317e-41
0.300002,0.239498,0.0599669,0.0,-3.6933e-41,4.76454e-40,-1.46651e-40
0.298438,0.239498,0.0599644,0.0,-1.1048e-41,5.27904e-40,-1.96756e-40
0.29844,0.237559,0.0599663,0.0,-3.579e-42,1.22891e-40,-4.7175e-41
0.300006,0.237564,0.0599675,0.0,-9.233e-42,1.12032e-40,-3.6914e-41
0.30157,0.237572,0.0599668,0.0,-1.4837e-41,1.0042e-40,-2.322e-41
0.301565,0.239497,0.0599675,0.0,-6.2282e-41,4.23034e-40,-7.4444e-41
0.287501,0.241435,0.0599664,0.0,3.39528e-40,9.01172e-40,-1.53825e-40
0.285938,0.241436,0.0599677,0.0,2.75198e-40,6.35018e-40,-8.6516e-41
0.299997,0.241437,0.0599654,0.0,-1.3351e-40,1.971484e-39,-3.84899e-40
0.298436,0.241438,0.0599637,0.0,-2.373e-41,2.21109e-39,-6.26278e-40
0.312525,0.268578,0.0549321,0.0,-2.887971e-31,3.9170932e-31,-2.492047e-32
0.310963,0.270517,0.054931,0.0,-1.9923602e-30,3.061133e-30,-1.3538833e-30
0.310973,0.268591,0.05493,0.0,-4.89917e-31,8.126369e-31,-2.986939e-32
0.314081,0.268567,0.0549371,0.0,-1.5733362e-31,1.809746e-31,-1.01759394e-32
0.300004,0.283966,0.0549295,0.0,1.3230128e-26,8.8053295e-26,-2.681589e-25
0.300065,0.285469,0.0549644,0.0,1.7852888e-26,1.2316297e-25,-3.951067e-25
0.300125,0.286617,0.0546699,0.0,1.8013193e-26,1.229244e-25,-3.945619e-25
0.298892,0.286654,0.0545548,0.0,4.1695936e-26,1.5201675e-25,-4.6753035e-25
0.298442,0.285943,0.0549904,0.0,3.7140286e-26,1.3107805e-25,-4.0241385e-25
0.298438,0.284045,0.0549284,0.0,2.0917826e-26,7.596363e-26,-2.2298867e-25
0.310957,0.272453,0.0549085,0.0,-7.409179e-30,1.0455966e-29,-9.216507e-30
0.301583,0.285368,0.0548365,0.0,3.351333e-27,1.3429494e-25,-4.0300941e-25
0.301568,0.283913,0.0549046,0.0,2.2097677e-27,1.001492e-25,-2.8891801e-25
0.231297,0.198939,0.0549179,0.0,0.0,0.0,0.0
0.231276,0.200817,0.054917,0.0,0.0,0.0,0.0
0.229746,0.200865,0.0548959,0.0,0.0,0.0,0.0
0.229181,0.200182,0.0547105,0.0,0.0,0.0,0.0
0.229676,0.19881,0.0541103,0.0,0.0,0.0,0.0
0.230804,0.198277,0.0545202,0.0,0.0,0.0,0.0
0.243238,0.19816,0.0568151,0.0,0.0,0.0,-0.0
0.243696,0.198477,0.0572396,0.0,0.0,0.0,-0.0
