X,Y,Z,p,U_0,U_1,U_2
0.256257,0.262742,0.00353212,0.0,0.4,0.0,0.0
0.256261,0.256952,0.00354684,0.0,0.4,0.0,0.0
0.257766,0.26268,0.00358261,0.0,0.4,0.0,0.0
0.256287,0.264488,0.00354648,0.0,0.4,0.0,0.0
0.25772,0.264525,0.00362186,0.0,0.4,0.0,0.0
0.260914,0.256614,0.00864777,0.0,0.4,0.0,0.0
0.260934,0.255481,0.00863517,0.0,0.4,0.0,0.0
0.260901,0.257379,0.00929141,0.0,0.4,0.0,0.0
0.261325,0.264752,0.00653518,0.0,0.4,0.0,0.0
0.267571,0.264711,0.00882331,0.0,0.4,0.0,0.0
0.265821,0.26467,0.00818878,0.0,0.4,0.0,0.0
0.257335,0.27683,0.00856855,0.0,0.4,0.0,0.0
0.255848,0.274912,0.0086976,0.0,0.4,0.0,0.0
0.25617,0.276326,0.00876792,0.0,0.4,0.0,0.0
0.257884,0.277689,0.00896639,0.0,0.4,0.0,0.0
0.255754,0.27677,0.00953124,0.0,0.4,0.0,0.0
0.257828,0.278507,0.00965955,0.0,0.4,0.0,0.0
0.254997,0.274356,0.00886485,0.0,0.4,0.0,0.0
0.25432,0.274351,0.00957414,0.0,0.4,0.0,0.0
0.267065,0.272501,0.00854276,0.0,0.4,0.0,0.0
0.267791,0.272541,0.00911014,0.0,0.4,0.0,0.0
0.262812,0.272447,0.00713694,0.0,0.4,0.0,0.0
0.262752,0.274339,0.00711577,0.0,0.4,0.0,0.0
0.262017,0.274237,0.00652608,0.0,0.4,0.0,0.0
0.26089,0.242565,0.00450573,0.0,0.4,0.0,0.0
0.262343,0.243938,0.0045181,0.0,0.4,0.0,0.0
0.26243,0.24401,0.00539145,0.0,0.4,0.0,0.0
0.253149,0.25506,0.00437175,0.0,0.4,0.0,0.0
0.252536,0.253108,0.00431097,0.0,0.4,0.0,0.0
0.253451,0.255025,0.00553469,0.0,0.4,0.0,0.0
0.252974,0.257017,0.00554687,0.0,0.4,0.0,0.0
0.252965,0.258903,0.00530414,0.0,0.4,0.0,0.0
0.259633,0.266602,0.00487523,0.0,0.4,0.0,0.0
0.260716,0.266633,0.0059936,0.0,0.4,0.0,0.0
0.261265,0.266637,0.00652757,0.0,0.4,0.0,0.0
0.253486,0.262847,0.00670577,0.0,0.4,0.0,0.0
0.253619,0.260973,0.00678596,0.0,0.4,0.0,0.0
0.254455,0.260412,0.00686151,0.0,0.4,0.0,0.0
0.253681,0.258993,0.00595476,0.0,0.4,0.0,0.0
0.252878,0.260856,0.0062017,0.0,0.4,0.0,0.0
0.25283,0.262812,0.00612662,0.0,0.4,0.0,0.0
0.265204,0.260859,0.00759253,0.0,0.4,0.0,0.0
0.265177,0.262755,0.00757679,0.0,0.4,0.0,0.0
0.266362,0.258797,0.00873108,0.0,0.4,0.0,0.0
0.266729,0.259665,0.00914712,0.0,0.4,0.0,0.0
0.264338,0.258965,0.00732038,0.0,0.4,0.0,0.0
0.26517,0.257727,0.00947885,0.0,0.4,0.0,0.0
0.253733,0.270416,0.0090025,0.0,0.4,0.0,0.0
0.253675,0.269873,0.00821011,0.0,0.4,0.0,0.0
0.253696,0.271737,0.00916755,0.0,0.4,0.0,0.0
0.262422,0.276166,0.00698917,0.0,0.4,0.0,0.0
0.261853,0.275461,0.00651952,0.0,0.4,0.0,0.0
0.255522,0.246458,0.00450863,0.0,0.4,0.0,0.0
0.254458,0.247045,0.00458153,0.0,0.4,0.0,0.0
0.253834,0.248191,0.00511121,0.0,0.4,0.0,0.0
0.259389,0.247297,0.00351566,0.0,0.4,0.0,0.0
0.262405,0.244104,0.00364381,0.0,0.4,0.0,0.0
0.256258,0.25112,0.00350973,0.0,0.4,0.0,0.0
0.262433,0.251094,0.00355294,0.0,0.4,0.0,0.0
0.259409,0.255002,0.00353382,0.0,0.4,0.0,0.0
0.256256,0.258896,0.00353794,0.0,0.4,0.0,0.0
0.25272,0.260846,0.00519663,0.0,0.4,0.0,0.0
0.252731,0.262831,0.00508223,0.0,0.4,0.0,0.0
0.253625,0.264672,0.00449146,0.0,0.4,0.0,0.0
0.252793,0.264762,0.00507115,0.0,0.4,0.0,0.0
